-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.721778,-0.807685,-0.244827,-0.824679,-0.578041,-0.771542,0.000000,1.000000,0.128453,0.030002,0.050412,-0.043495,0.069028,0.093716,-0.010399,0.014641,-0.070841,0.017375,0.218512,0.146015,0.184771,-0.168512,0.019577,0.061231,-0.236160,0.233494,0.197785,-0.500100,0.160570,0.062006,0.341490,-0.196092,0.022378,-0.018517,0.123659,0.227332,0.014621,0.107441,-0.078486,-0.098092
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.365993,-0.808200,0.250367,-0.234382,-0.573672,0.342639,0.000000,1.000000,-0.132049,-0.014345,0.230884,0.000710,-0.118052,0.067130,0.192569,0.185721,0.085074,-0.164956,0.007066,0.055906,0.142437,-0.178528,-0.117000,-0.030131,0.257080,0.123886,0.278320,0.038679,0.074724,-0.089474,-0.039852,-0.344062,0.234967,-0.019101,0.141559,-0.062123,-0.210637,-0.182011,-0.216778,0.068254
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,-1.000000,0.710445,-0.885206,0.253909,-0.366796,-0.735916,-0.679470,0.000000,-1.000000,-0.084884,0.149863,-0.159032,0.220929,0.217745,0.178281,-0.033856,0.037722,-0.264865,-0.056650,0.210545,-0.147632,0.137767,-0.110204,-0.077400,-0.157875,0.095248,0.204069,-0.001381,-0.032709,0.067262,0.224082,-0.039639,-0.129926,0.044959,0.137061,-0.119811,-0.168764,0.230945,-0.174872,0.113919,0.142146
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.723086,-0.807685,0.743314,-0.824679,-0.578041,-0.771542,0.000000,1.000000,0.128453,0.030002,0.050412,-0.043495,0.069028,0.093716,-0.010399,0.014641,-0.070841,0.017375,0.218512,0.146015,0.184771,-0.168512,0.019577,0.061231,-0.236160,0.233494,0.197785,-0.500100,0.160570,0.062006,0.341490,-0.196092,0.022378,-0.018517,0.123659,0.227332,0.014621,0.107441,-0.078486,-0.098092
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,0.717883,-0.886697,0.735801,-0.582171,-0.739663,-0.862205,-0.000000,-1.000000,-0.028774,0.206258,-0.200949,-0.046426,-0.070207,0.336802,0.253052,0.069539,0.163164,0.080443,0.198654,-0.072056,-0.005981,-0.138084,-0.138400,-0.196999,0.066567,0.078986,0.157659,-0.077281,0.103180,0.238166,0.068110,0.011441,0.110656,-0.117064,-0.032443,-0.063893,0.088552,-0.057063,-0.300065,0.335671
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,0.717883,-0.886697,-0.249450,-0.582171,-0.739663,-0.862205,-0.000000,-1.000000,-0.028774,0.206258,-0.200949,-0.046426,-0.070207,0.336802,0.253052,0.069539,0.163164,0.080443,0.198654,-0.072056,-0.005981,-0.138084,-0.138400,-0.196999,0.066567,0.078986,0.157659,-0.077281,0.103180,0.238166,0.068110,0.011441,0.110656,-0.117064,-0.032443,-0.063893,0.088552,-0.057063,-0.300065,0.335671
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.222301,0.233910,0.228689,-0.434642,-0.626952,-0.826004,0.000000,1.000000,0.077615,0.044193,-0.290737,0.003054,-0.093300,-0.000913,0.075134,-0.062158,-0.017461,-0.270040,-0.147869,-0.003152,0.112412,0.090232,0.069579,0.032252,0.112471,-0.067176,0.339646,0.055888,-0.069901,-0.284590,0.232725,0.168493,-0.170360,0.117094,0.019409,0.084523,-0.226403,-0.109540,0.088872,0.376729
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
